Session,Channel,Threshold,Model,TP,FP,FN,Precision,Recall,F1,Mean_Latency,Num_Spikes,Num_Ripples
2025-09-23_15-50-26,28,0.8,XGBOOST_4,56,21,83,0.7272727272727273,0.4028776978417266,0.5185185185185185,17.24285714285364,78,139
2025-09-23_15-50-26,28,0.8,XGBOOST_5,49,10,90,0.8305084745762712,0.35251798561151076,0.4949494949494949,17.88503401360062,59,139
2025-09-23_16-17-52,24,0.8,CNN1D_1,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN1D_2,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN1D_3,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN1D_4,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN1D_5,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN2D_1,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN2D_2,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN2D_3,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN2D_4,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,CNN2D_5,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,LSTM_1,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,LSTM_2,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,LSTM_3,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,LSTM_4,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,LSTM_5,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,SVM_1,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,SVM_2,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,SVM_3,0,1,72,0.0,0.0,0.0,,1,72
2025-09-23_16-17-52,24,0.8,SVM_4,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,SVM_5,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,XGBOOST_1,0,0,72,0.0,0.0,0.0,,0,72
2025-09-23_16-17-52,24,0.8,XGBOOST_2,2,7,70,0.2222222222222222,0.027777777777777776,0.04938271604938271,70.15000000000873,10,72
2025-09-23_16-17-52,24,0.8,XGBOOST_3,1,2,71,0.3333333333333333,0.013888888888888888,0.026666666666666665,47.30000000001746,4,72
2025-09-23_16-17-52,24,0.8,XGBOOST_4,1,6,71,0.14285714285714285,0.013888888888888888,0.02531645569620253,47.30000000001746,8,72
2025-09-23_16-17-52,24,0.8,XGBOOST_5,1,2,71,0.3333333333333333,0.013888888888888888,0.026666666666666665,47.30000000001746,4,72
2025-09-24_10-24-40,30,0.8,CNN1D_1,6,2,86,0.75,0.06521739130434782,0.12,33.799999999995634,8,92
2025-09-24_10-24-40,30,0.8,CNN1D_2,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,CNN1D_3,0,1,92,0.0,0.0,0.0,,1,92
2025-09-24_10-24-40,30,0.8,CNN1D_4,1,1,91,0.5,0.010869565217391304,0.021276595744680847,34.10000000000218,2,92
2025-09-24_10-24-40,30,0.8,CNN1D_5,9,11,83,0.45,0.09782608695652174,0.1607142857142857,33.75925925925023,20,92
2025-09-24_10-24-40,30,0.8,CNN2D_1,17,6,75,0.7391304347826086,0.18478260869565216,0.29565217391304344,24.911764705869473,21,92
2025-09-24_10-24-40,30,0.8,CNN2D_2,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,CNN2D_3,1,1,91,0.5,0.010869565217391304,0.021276595744680847,-5.533333333325572,2,92
2025-09-24_10-24-40,30,0.8,CNN2D_4,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,CNN2D_5,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,LSTM_1,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,LSTM_2,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,LSTM_3,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,LSTM_4,0,0,92,0.0,0.0,0.0,,0,92
2025-09-24_10-24-40,30,0.8,LSTM_5,6,1,86,0.8571428571428571,0.06521739130434782,0.12121212121212122,28.488888888876925,7,92
2025-09-24_10-24-40,30,0.8,SVM_1,9,4,83,0.6923076923076923,0.09782608695652174,0.17142857142857143,25.555555555554747,29,92
2025-09-24_10-24-40,30,0.8,SVM_2,13,17,79,0.43333333333333335,0.14130434782608695,0.21311475409836064,29.520512820506365,50,92
2025-09-24_10-24-40,30,0.8,SVM_3,10,23,82,0.30303030303030304,0.10869565217391304,0.16,33.956666666659295,46,92
2025-09-24_10-24-40,30,0.8,SVM_4,14,25,78,0.358974358974359,0.15217391304347827,0.21374045801526717,28.52142857142514,64,92
2025-09-24_10-24-40,30,0.8,SVM_5,13,24,79,0.35135135135135137,0.14130434782608695,0.20155038759689922,28.782051282045497,63,92
2025-09-24_10-24-40,30,0.8,XGBOOST_1,6,4,86,0.6,0.06521739130434782,0.11764705882352941,21.244444444443314,10,92
2025-09-24_10-24-40,30,0.8,XGBOOST_2,21,26,71,0.44680851063829785,0.22826086956521738,0.3021582733812949,23.914285714283672,49,92
2025-09-24_10-24-40,30,0.8,XGBOOST_3,14,11,78,0.56,0.15217391304347827,0.23931623931623933,26.452380952384242,26,92
2025-09-24_10-24-40,30,0.8,XGBOOST_4,21,28,71,0.42857142857142855,0.22826086956521738,0.2978723404255319,24.396825396828458,51,92
2025-09-24_10-24-40,30,0.8,XGBOOST_5,13,7,79,0.65,0.14130434782608695,0.23214285714285715,24.820512820509276,21,92
2025-09-24_11-34-51,30,0.8,CNN1D_1,17,8,54,0.68,0.23943661971830985,0.35416666666666663,24.27450980392316,25,71
2025-09-24_11-34-51,30,0.8,CNN1D_2,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,CNN1D_3,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,CNN1D_4,6,1,65,0.8571428571428571,0.08450704225352113,0.15384615384615383,19.577777777785855,7,71
2025-09-24_11-34-51,30,0.8,CNN1D_5,7,12,64,0.3684210526315789,0.09859154929577464,0.15555555555555553,16.55714285714576,19,71
2025-09-24_11-34-51,30,0.8,CNN2D_1,7,1,64,0.875,0.09859154929577464,0.17721518987341772,13.571428571431252,8,71
2025-09-24_11-34-51,30,0.8,CNN2D_2,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,CNN2D_3,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,CNN2D_4,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,CNN2D_5,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,LSTM_1,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,LSTM_2,0,0,71,0.0,0.0,0.0,,0,71
2025-09-24_11-34-51,30,0.8,LSTM_3,2,0,69,1.0,0.028169014084507043,0.05479452054794521,24.466666666659876,2,71
2025-09-24_11-34-51,30,0.8,LSTM_4,13,1,58,0.9285714285714286,0.18309859154929578,0.3058823529411765,37.779487179489315,18,71
2025-09-24_11-34-51,30,0.8,LSTM_5,14,0,57,1.0,0.19718309859154928,0.32941176470588235,23.897619047623937,15,71
2025-09-24_11-34-51,30,0.8,SVM_1,3,2,68,0.6,0.04225352112676056,0.07894736842105261,19.03333333332739,10,71
2025-09-24_11-34-51,30,0.8,SVM_2,3,5,68,0.375,0.04225352112676056,0.0759493670886076,18.76666666666036,14,71
2025-09-24_11-34-51,30,0.8,SVM_3,7,16,64,0.30434782608695654,0.09859154929577464,0.14893617021276595,24.58571428571044,30,71
2025-09-24_11-34-51,30,0.8,SVM_4,3,6,68,0.3333333333333333,0.04225352112676056,0.075,18.76666666666036,13,71
2025-09-24_11-34-51,30,0.8,SVM_5,5,6,66,0.45454545454545453,0.07042253521126761,0.12195121951219513,24.54666666666599,13,71
2025-09-24_11-34-51,30,0.8,XGBOOST_1,5,1,66,0.8333333333333334,0.07042253521126761,0.12987012987012989,27.55333333333838,7,71
2025-09-24_11-34-51,30,0.8,XGBOOST_2,13,26,58,0.3333333333333333,0.18309859154929578,0.23636363636363636,21.733333333337267,41,71
2025-09-24_11-34-51,30,0.8,XGBOOST_3,12,9,59,0.5714285714285714,0.16901408450704225,0.2608695652173913,19.7222222222202,22,71
2025-09-24_11-34-51,30,0.8,XGBOOST_4,17,24,54,0.4146341463414634,0.23943661971830985,0.30357142857142855,23.85490196078561,42,71
2025-09-24_11-34-51,30,0.8,XGBOOST_5,11,11,60,0.5,0.15492957746478872,0.23655913978494622,21.60909090909362,23,71
2025-09-24_14-22-55,25,0.8,CNN1D_1,220,2,44,0.990990990990991,0.8333333333333334,0.9053497942386831,13.220303030304663,271,264
2025-09-24_14-22-55,25,0.8,CNN1D_2,83,0,181,1.0,0.3143939393939394,0.478386167146974,7.791967871485908,83,264
2025-09-24_14-22-55,25,0.8,CNN1D_3,133,4,131,0.9708029197080292,0.5037878787878788,0.6633416458852868,2.937844611531149,137,264
2025-09-24_14-22-55,25,0.8,CNN1D_4,117,3,147,0.975,0.4431818181818182,0.6093749999999999,7.460968660970757,122,264
2025-09-24_14-22-55,25,0.8,CNN1D_5,70,2,194,0.9722222222222222,0.26515151515151514,0.41666666666666663,9.981904761904707,76,264
2025-09-24_14-22-55,25,0.8,CNN2D_1,63,1,201,0.984375,0.23863636363636365,0.38414634146341464,13.248677248678566,64,264
2025-09-24_14-22-55,25,0.8,CNN2D_2,1,0,263,1.0,0.003787878787878788,0.007547169811320754,62.16666666662786,1,264
2025-09-24_14-22-55,25,0.8,CNN2D_3,6,1,258,0.8571428571428571,0.022727272727272728,0.04428044280442805,12.650000000008731,7,264
2025-09-24_14-22-55,25,0.8,CNN2D_4,116,1,148,0.9914529914529915,0.4393939393939394,0.6089238845144357,13.329022988505793,117,264
2025-09-24_14-22-55,25,0.8,CNN2D_5,94,2,170,0.9791666666666666,0.3560606060606061,0.5222222222222223,10.201063829787206,98,264
2025-09-24_14-22-55,25,0.8,LSTM_1,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,LSTM_2,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,LSTM_3,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,LSTM_4,11,0,253,1.0,0.041666666666666664,0.07999999999999999,54.9545454545438,15,264
2025-09-24_14-22-55,25,0.8,LSTM_5,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,SVM_1,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,SVM_2,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,SVM_3,11,0,253,1.0,0.041666666666666664,0.07999999999999999,72.1696969697031,17,264
2025-09-24_14-22-55,25,0.8,SVM_4,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,SVM_5,0,0,264,0.0,0.0,0.0,,0,264
2025-09-24_14-22-55,25,0.8,XGBOOST_1,13,0,251,1.0,0.04924242424242424,0.09386281588447652,60.269230769219014,13,264
2025-09-24_14-22-55,25,0.8,XGBOOST_2,55,0,209,1.0,0.20833333333333334,0.3448275862068966,33.07515151515042,62,264
2025-09-24_14-22-55,25,0.8,XGBOOST_3,46,0,218,1.0,0.17424242424242425,0.2967741935483871,33.97971014492419,52,264
2025-09-24_14-22-55,25,0.8,XGBOOST_4,58,0,206,1.0,0.2196969696969697,0.36024844720496896,32.667816091952076,65,264
2025-09-24_14-22-55,25,0.8,XGBOOST_5,49,0,215,1.0,0.1856060606060606,0.31309904153354634,34.276870748296,54,264
2025-09-24_15-13-10,14,0.8,CNN1D_1,17,0,67,1.0,0.20238095238095238,0.33663366336633666,29.029411764714123,17,84
2025-09-24_15-13-10,14,0.8,CNN1D_2,7,0,77,1.0,0.08333333333333333,0.15384615384615385,26.447619047625526,7,84
2025-09-24_15-13-10,14,0.8,CNN1D_3,29,0,55,1.0,0.34523809523809523,0.5132743362831858,13.93563218391262,29,84
2025-09-24_15-13-10,14,0.8,CNN1D_4,20,1,64,0.9523809523809523,0.23809523809523808,0.38095238095238093,19.40333333333656,21,84
2025-09-24_15-13-10,14,0.8,CNN1D_5,30,0,54,1.0,0.35714285714285715,0.5263157894736842,17.53666666666947,30,84
2025-09-24_15-13-10,14,0.8,CNN2D_1,26,0,58,1.0,0.30952380952380953,0.4727272727272727,7.439743589746259,26,84
2025-09-24_15-13-10,14,0.8,CNN2D_2,0,0,84,0.0,0.0,0.0,,0,84
2025-09-24_15-13-10,14,0.8,CNN2D_3,1,0,83,1.0,0.011904761904761904,0.023529411764705882,7.5666666666656965,1,84
2025-09-24_15-13-10,14,0.8,CNN2D_4,9,0,75,1.0,0.10714285714285714,0.19354838709677416,16.055555555556364,9,84
2025-09-24_15-13-10,14,0.8,CNN2D_5,14,0,70,1.0,0.16666666666666666,0.2857142857142857,6.4666666666733885,14,84
2025-09-24_15-13-10,14,0.8,LSTM_1,0,0,84,0.0,0.0,0.0,,0,84
2025-09-24_15-13-10,14,0.8,LSTM_2,0,0,84,0.0,0.0,0.0,,0,84
2025-09-24_15-13-10,14,0.8,LSTM_3,5,0,79,1.0,0.05952380952380952,0.11235955056179775,42.79999999999272,5,84
2025-09-24_15-13-10,14,0.8,LSTM_4,17,0,67,1.0,0.20238095238095238,0.33663366336633666,41.950980392161426,26,84
2025-09-24_15-13-10,14,0.8,LSTM_5,13,0,71,1.0,0.15476190476190477,0.2680412371134021,27.81794871795193,13,84
2025-09-24_15-13-10,14,0.8,SVM_1,5,0,79,1.0,0.05952380952380952,0.11235955056179775,45.91333333334187,5,84
2025-09-24_15-13-10,14,0.8,SVM_2,21,0,63,1.0,0.25,0.4,42.28888888888936,26,84
2025-09-24_15-13-10,14,0.8,SVM_3,36,4,48,0.9,0.42857142857142855,0.5806451612903225,38.95370370370645,56,84
2025-09-24_15-13-10,14,0.8,SVM_4,19,0,65,1.0,0.2261904761904762,0.36893203883495146,43.249122807018324,24,84
2025-09-24_15-13-10,14,0.8,SVM_5,24,1,60,0.96,0.2857142857142857,0.4403669724770642,40.48750000000033,31,84
2025-09-24_15-13-10,14,0.8,XGBOOST_1,23,0,61,1.0,0.27380952380952384,0.4299065420560748,29.456521739133173,24,84
2025-09-24_15-13-10,14,0.8,XGBOOST_2,43,0,41,1.0,0.5119047619047619,0.6771653543307087,32.78372093023389,47,84
2025-09-24_15-13-10,14,0.8,XGBOOST_3,30,0,54,1.0,0.35714285714285715,0.5263157894736842,31.97777777777932,34,84
2025-09-24_15-13-10,14,0.8,XGBOOST_4,44,0,40,1.0,0.5238095238095238,0.6875000000000001,31.11742424242566,48,84
2025-09-24_15-13-10,14,0.8,XGBOOST_5,32,1,52,0.9696969696969697,0.38095238095238093,0.547008547008547,33.29375000000031,37,84
2025-09-24_16-29-07,5,0.8,CNN1D_1,5,2,35,0.7142857142857143,0.125,0.2127659574468085,18.879999999998837,8,40
2025-09-24_16-29-07,5,0.8,CNN1D_2,0,0,40,0.0,0.0,0.0,,0,40
2025-09-24_16-29-07,5,0.8,CNN1D_3,5,0,35,1.0,0.125,0.2222222222222222,13.3,5,40
2025-09-24_16-29-07,5,0.8,CNN1D_4,3,1,37,0.75,0.075,0.13636363636363635,12.22222222222869,4,40
2025-09-24_16-29-07,5,0.8,CNN1D_5,9,50,31,0.15254237288135594,0.225,0.18181818181818182,3.748148148131981,61,40
2025-09-24_16-29-07,5,0.8,CNN2D_1,11,9,29,0.55,0.275,0.3666666666666667,15.645454545467953,21,40
2025-09-24_16-29-07,5,0.8,CNN2D_2,0,0,40,0.0,0.0,0.0,,0,40
2025-09-24_16-29-07,5,0.8,CNN2D_3,1,0,39,1.0,0.025,0.04878048780487806,7.733333333337214,1,40
2025-09-24_16-29-07,5,0.8,CNN2D_4,2,0,38,1.0,0.05,0.09523809523809523,46.81666666668025,2,40
2025-09-24_16-29-07,5,0.8,CNN2D_5,2,1,38,0.6666666666666666,0.05,0.09302325581395349,7.4333333333197515,3,40
2025-09-24_16-29-07,5,0.8,LSTM_1,0,0,40,0.0,0.0,0.0,,0,40
2025-09-24_16-29-07,5,0.8,LSTM_2,0,0,40,0.0,0.0,0.0,,0,40
2025-09-24_16-29-07,5,0.8,LSTM_3,0,0,40,0.0,0.0,0.0,,0,40
2025-09-24_16-29-07,5,0.8,LSTM_4,1,1,39,0.5,0.025,0.047619047619047616,26.5,2,40
2025-09-24_16-29-07,5,0.8,LSTM_5,11,1,29,0.9166666666666666,0.275,0.4230769230769231,23.418181818184642,12,40
2025-09-24_16-29-07,5,0.8,SVM_1,2,1,38,0.6666666666666666,0.05,0.09302325581395349,27.08333333331393,4,40
2025-09-24_16-29-07,5,0.8,SVM_2,4,1,36,0.8,0.1,0.1777777777777778,28.891666666662786,15,40
2025-09-24_16-29-07,5,0.8,SVM_3,2,1,38,0.6666666666666666,0.05,0.09302325581395349,35.083333333343035,3,40
2025-09-24_16-29-07,5,0.8,SVM_4,4,2,36,0.6666666666666666,0.1,0.1739130434782609,29.091666666674428,12,40
2025-09-24_16-29-07,5,0.8,SVM_5,4,2,36,0.6666666666666666,0.1,0.1739130434782609,29.091666666674428,12,40
2025-09-24_16-29-07,5,0.8,XGBOOST_1,11,1,29,0.9166666666666666,0.275,0.4230769230769231,20.357575757571258,12,40
2025-09-24_16-29-07,5,0.8,XGBOOST_2,13,5,27,0.7222222222222222,0.325,0.44827586206896547,18.787179487188443,19,40
2025-09-24_16-29-07,5,0.8,XGBOOST_3,11,4,29,0.7333333333333333,0.275,0.4,21.060606060619378,15,40
2025-09-24_16-29-07,5,0.8,XGBOOST_4,13,6,27,0.6842105263157895,0.325,0.4406779661016949,16.548717948726456,20,40
2025-09-24_16-29-07,5,0.8,XGBOOST_5,11,3,29,0.7857142857142857,0.275,0.40740740740740744,21.736363636377042,14,40
2025-09-24_17-38-17,13,0.8,CNN1D_1,2,4,13,0.3333333333333333,0.13333333333333333,0.19047619047619044,29.266666666664833,6,15
2025-09-24_17-38-17,13,0.8,CNN1D_2,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,CNN1D_3,1,9,14,0.1,0.06666666666666667,0.08,35.76666666666688,11,15
2025-09-24_17-38-17,13,0.8,CNN1D_4,0,3,15,0.0,0.0,0.0,,3,15
2025-09-24_17-38-17,13,0.8,CNN1D_5,4,3,11,0.5714285714285714,0.26666666666666666,0.36363636363636365,36.25833333337596,6,15
2025-09-24_17-38-17,13,0.8,CNN2D_1,1,0,14,1.0,0.06666666666666667,0.125,32.799999999995634,1,15
2025-09-24_17-38-17,13,0.8,CNN2D_2,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,CNN2D_3,0,1,15,0.0,0.0,0.0,,1,15
2025-09-24_17-38-17,13,0.8,CNN2D_4,0,3,15,0.0,0.0,0.0,,3,15
2025-09-24_17-38-17,13,0.8,CNN2D_5,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,LSTM_1,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,LSTM_2,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,LSTM_3,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.8,LSTM_4,0,6,15,0.0,0.0,0.0,,6,15
2025-09-24_17-38-17,13,0.8,LSTM_5,4,0,11,1.0,0.26666666666666666,0.4210526315789474,33.07499999999084,4,15
2025-09-24_17-38-17,13,0.8,SVM_1,1,0,14,1.0,0.06666666666666667,0.125,44.566666666666606,2,15
2025-09-24_17-38-17,13,0.8,SVM_2,1,4,14,0.2,0.06666666666666667,0.1,40.566666666666606,7,15
2025-09-24_17-38-17,13,0.8,SVM_3,4,5,11,0.4444444444444444,0.26666666666666666,0.33333333333333337,35.85833333336575,9,15
2025-09-24_17-38-17,13,0.8,SVM_4,2,4,13,0.3333333333333333,0.13333333333333333,0.19047619047619044,43.38333333332457,7,15
2025-09-24_17-38-17,13,0.8,SVM_5,2,7,13,0.2222222222222222,0.13333333333333333,0.16666666666666669,42.98333333333039,10,15
2025-09-24_17-38-17,13,0.8,XGBOOST_1,3,1,12,0.75,0.2,0.31578947368421056,27.977777777774616,4,15
2025-09-24_17-38-17,13,0.8,XGBOOST_2,6,5,9,0.5454545454545454,0.4,0.4615384615384615,37.866666666695515,11,15
2025-09-24_17-38-17,13,0.8,XGBOOST_3,5,2,10,0.7142857142857143,0.3333333333333333,0.4545454545454545,39.96000000003687,6,15
2025-09-24_17-38-17,13,0.8,XGBOOST_4,6,5,9,0.5454545454545454,0.4,0.4615384615384615,37.866666666695515,11,15
2025-09-24_17-38-17,13,0.8,XGBOOST_5,4,1,11,0.8,0.26666666666666666,0.4,47.45833333337748,4,15
2025-09-25_11-21-53,21,0.8,CNN1D_1,21,0,181,1.0,0.10396039603960396,0.18834080717488788,24.312698412688665,22,202
2025-09-25_11-21-53,21,0.8,CNN1D_2,1,0,201,1.0,0.0049504950495049506,0.009852216748768473,6.099999999998545,1,202
2025-09-25_11-21-53,21,0.8,CNN1D_3,21,1,181,0.9545454545454546,0.10396039603960396,0.18749999999999997,28.720634920635867,20,202
2025-09-25_11-21-53,21,0.8,CNN1D_4,19,4,183,0.8260869565217391,0.09405940594059406,0.1688888888888889,24.405263157884246,22,202
2025-09-25_11-21-53,21,0.8,CNN1D_5,24,10,178,0.7058823529411765,0.1188118811881188,0.20338983050847456,11.315277777767733,34,202
2025-09-25_11-21-53,21,0.8,CNN2D_1,76,39,126,0.6608695652173913,0.37623762376237624,0.4794952681388012,20.411403508767858,115,202
2025-09-25_11-21-53,21,0.8,CNN2D_2,0,0,202,0.0,0.0,0.0,,0,202
2025-09-25_11-21-53,21,0.8,CNN2D_3,1,0,201,1.0,0.0049504950495049506,0.009852216748768473,15.73333333330811,1,202
2025-09-25_11-21-53,21,0.8,CNN2D_4,21,9,181,0.7,0.10396039603960396,0.1810344827586207,22.31746031744288,30,202
2025-09-25_11-21-53,21,0.8,CNN2D_5,21,8,181,0.7241379310344828,0.10396039603960396,0.18181818181818182,19.40634920633186,28,202
2025-09-25_11-21-53,21,0.8,LSTM_1,0,0,202,0.0,0.0,0.0,,0,202
2025-09-25_11-21-53,21,0.8,LSTM_2,0,0,202,0.0,0.0,0.0,,0,202
2025-09-25_11-21-53,21,0.8,LSTM_3,4,0,198,1.0,0.019801980198019802,0.038834951456310676,37.991666666654055,5,202
2025-09-25_11-21-53,21,0.8,LSTM_4,17,0,185,1.0,0.08415841584158416,0.1552511415525114,38.06078431371476,24,202
2025-09-25_11-21-53,21,0.8,LSTM_5,18,1,184,0.9473684210526315,0.0891089108910891,0.16289592760180996,24.544444444437733,20,202
2025-09-25_11-21-53,21,0.8,SVM_1,0,0,202,0.0,0.0,0.0,,0,202
2025-09-25_11-21-53,21,0.8,SVM_2,1,1,201,0.5,0.0049504950495049506,0.00980392156862745,40.53333333332557,3,202
2025-09-25_11-21-53,21,0.8,SVM_3,7,3,195,0.7,0.034653465346534656,0.0660377358490566,44.40952380951161,13,202
2025-09-25_11-21-53,21,0.8,SVM_4,2,0,200,1.0,0.009900990099009901,0.0196078431372549,40.266666666662786,2,202
2025-09-25_11-21-53,21,0.8,SVM_5,2,1,200,0.6666666666666666,0.009900990099009901,0.01951219512195122,40.266666666662786,5,202
2025-09-25_11-21-53,21,0.8,XGBOOST_1,28,2,174,0.9333333333333333,0.13861386138613863,0.24137931034482765,29.071428571418696,27,202
2025-09-25_11-21-53,21,0.8,XGBOOST_2,67,14,135,0.8271604938271605,0.3316831683168317,0.4734982332155478,26.92388059700213,84,202
2025-09-25_11-21-53,21,0.8,XGBOOST_3,57,5,145,0.9193548387096774,0.28217821782178215,0.4318181818181818,25.137426900568627,62,202
2025-09-25_11-21-53,21,0.8,XGBOOST_4,64,12,138,0.8421052631578947,0.31683168316831684,0.46043165467625896,27.9781249999877,79,202
2025-09-25_11-21-53,21,0.8,XGBOOST_5,52,3,150,0.9454545454545454,0.25742574257425743,0.40466926070038906,28.921153846140722,53,202
2025-09-25_12-52-22,25,0.8,CNN1D_1,2,14,46,0.125,0.041666666666666664,0.0625,61.24999999998545,19,48
2025-09-25_12-52-22,25,0.8,CNN1D_2,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.8,CNN1D_3,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,CNN1D_4,0,3,48,0.0,0.0,0.0,,3,48
2025-09-25_12-52-22,25,0.8,CNN1D_5,0,13,48,0.0,0.0,0.0,,13,48
2025-09-25_12-52-22,25,0.8,CNN2D_1,0,4,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.8,CNN2D_2,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,CNN2D_3,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.8,CNN2D_4,0,5,48,0.0,0.0,0.0,,5,48
2025-09-25_12-52-22,25,0.8,CNN2D_5,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,LSTM_1,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.8,LSTM_2,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.8,LSTM_3,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.8,LSTM_4,0,3,48,0.0,0.0,0.0,,6,48
2025-09-25_12-52-22,25,0.8,LSTM_5,0,1,48,0.0,0.0,0.0,,2,48
2025-09-25_12-52-22,25,0.8,SVM_1,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,SVM_2,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,SVM_3,0,3,48,0.0,0.0,0.0,,3,48
2025-09-25_12-52-22,25,0.8,SVM_4,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,SVM_5,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.8,XGBOOST_1,0,3,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.8,XGBOOST_2,1,24,47,0.04,0.020833333333333332,0.0273972602739726,74.73333333339542,27,48
2025-09-25_12-52-22,25,0.8,XGBOOST_3,0,13,48,0.0,0.0,0.0,,14,48
2025-09-25_12-52-22,25,0.8,XGBOOST_4,1,25,47,0.038461538461538464,0.020833333333333332,0.02702702702702703,74.73333333339542,27,48
2025-09-25_12-52-22,25,0.8,XGBOOST_5,1,15,47,0.0625,0.020833333333333332,0.03125,74.73333333339542,16,48
2025-09-25_16-41-14,21,0.8,CNN1D_1,11,0,133,1.0,0.0763888888888889,0.14193548387096777,26.636363636376867,12,144
2025-09-25_16-41-14,21,0.8,CNN1D_2,3,0,141,1.0,0.020833333333333332,0.04081632653061225,7.622222222213168,3,144
